gvkey,gvkeyx,from,thru,conm,tic,co_conm,co_tic
001913,000003,12/31/1987,,S&P 500 Comp-Ltd,I0003,AVERY DENNISON CORP,AVY
008545,000003,12/31/1987,08/22/1990,S&P 500 Comp-Ltd,I0003,PHILIPS INDUSTRIES INC,PHL.1
008093,000003,12/31/1987,08/15/1996,S&P 500 Comp-Ltd,I0003,COVANTA ENERGY CORP,CVGYQ
004769,000003,12/31/1987,12/23/1997,S&P 500 Comp-Ltd,I0003,FLEMING COMPANIES INC,FLMIQ
008304,000003,12/31/1987,08/30/2015,S&P 500 Comp-Ltd,I0003,PALL CORP,PLL.1
007171,000003,02/29/1988,09/26/1994,S&P 500 Comp-Ltd,I0003,MCKESSON CORP,MCK
005581,000003,02/29/1988,12/30/1999,S&P 500 Comp-Ltd,I0003,HELMERICH & PAYNE,HP
001246,000003,02/29/1988,06/28/2000,S&P 500 Comp-Ltd,I0003,IKON OFFICE SOLUTIONS,IKN
003282,000003,02/29/1988,05/05/2002,S&P 500 Comp-Ltd,I0003,COMPAQ COMPUTER CORP,CPQ.2
005680,000003,03/31/1988,,S&P 500 Comp-Ltd,I0003,HOME DEPOT INC,HD
008245,000003,04/30/1988,,S&P 500 Comp-Ltd,I0003,PNC FINANCIAL SVCS GROUP INC,PNC
009577,000003,04/30/1988,03/31/1992,S&P 500 Comp-Ltd,I0003,SECURITY PACIFIC CORP,7448B
005080,000003,04/30/1988,12/21/1998,S&P 500 Comp-Ltd,I0003,GENERAL RE CORP,GRN.1
001998,000003,04/30/1988,06/30/2004,S&P 500 Comp-Ltd,I0003,BANK ONE CORP,ONE.1
003243,000003,05/31/1988,,S&P 500 Comp-Ltd,I0003,CITIGROUP INC,C
007040,000003,05/31/1988,07/31/1989,S&P 500 Comp-Ltd,I0003,MARION MERRELL DOW INC,MKC.1
008004,000003,05/31/1988,04/30/1990,S&P 500 Comp-Ltd,I0003,NORTON CO,NRT.3
010187,000003,05/31/1988,12/08/2019,S&P 500 Comp-Ltd,I0003,SUNTRUST BANKS INC,STI
008805,000003,06/30/1988,10/24/1994,S&P 500 Comp-Ltd,I0003,PSI RESOURCES INC,CIN2
004700,000003,06/30/1988,01/01/1996,S&P 500 Comp-Ltd,I0003,FIRST FIDELITY BANCORP,FFB
008960,000003,06/30/1988,08/12/1999,S&P 500 Comp-Ltd,I0003,RAYCHEM CORP,RYC.
005216,000003,06/30/1988,10/01/2006,S&P 500 Comp-Ltd,I0003,GOLDEN WEST FINANCIAL CORP,GDW
011600,000003,07/31/1988,12/19/2004,S&P 500 Comp-Ltd,I0003,WORTHINGTON INDUSTRIES,WOR
007409,000003,07/31/1988,07/14/2010,S&P 500 Comp-Ltd,I0003,MILLIPORE CORP,MIL.2
004601,000003,08/31/1988,09/10/2008,S&P 500 Comp-Ltd,I0003,FEDERAL NATIONAL MORTGA ASSN,FNMA
001253,000003,10/31/1988,01/14/1997,S&P 500 Comp-Ltd,I0003,ALEXANDER & ALEXANDER,AAL.1
014878,000003,10/31/1988,02/28/1999,S&P 500 Comp-Ltd,I0003,ORYX ENERGY CO,ORX
007906,000003,11/30/1988,,S&P 500 Comp-Ltd,I0003,NIKE INC  -CL B,NKE
004764,000003,11/30/1988,03/31/2004,S&P 500 Comp-Ltd,I0003,FLEETBOSTON FINANCIAL CORP,FBF
003542,000003,12/31/1988,09/30/1990,S&P 500 Comp-Ltd,I0003,CORROON & BLACK CORP,CBL.1
009911,000003,12/31/1988,01/01/1992,S&P 500 Comp-Ltd,I0003,C & S SOVRAN CORP,CVN.3
004213,000003,01/31/1989,,S&P 500 Comp-Ltd,I0003,ECOLAB INC,ECL
001746,000003,01/31/1989,08/06/1997,S&P 500 Comp-Ltd,I0003,NORAM ENERGY CORP,CNP2
006450,000003,02/28/1989,11/15/1999,S&P 500 Comp-Ltd,I0003,KING WORLD PRODUCTIONS INC,KWP
004739,000003,02/28/1989,01/01/2009,S&P 500 Comp-Ltd,I0003,WACHOVIA CORP,WB.3
007727,000003,03/31/1989,02/23/1995,S&P 500 Comp-Ltd,I0003,NATIONAL EDUCATION CORP,NEC
008290,000003,03/31/1989,11/29/1999,S&P 500 Comp-Ltd,I0003,PACIFICORP,MEC2
012689,000003,03/31/1989,12/20/2009,S&P 500 Comp-Ltd,I0003,KB HOME,KBH
007875,000003,04/30/1989,,S&P 500 Comp-Ltd,I0003,NEWELL BRANDS INC,NWL
011453,000003,04/30/1989,09/30/1992,S&P 500 Comp-Ltd,I0003,WETTERAU INC,WETT
013028,000003,04/30/1989,05/30/1996,S&P 500 Comp-Ltd,I0003,PREMARK INTERNATIONAL INC,PMI.2
010614,000003,04/30/1989,08/08/2019,S&P 500 Comp-Ltd,I0003,GLOBE LIFE INC,GL
005501,000003,05/31/1989,11/30/1995,S&P 500 Comp-Ltd,I0003,SHAWMUT NATIONAL CORP,SNC.1
003054,000003,05/31/1989,03/30/2008,S&P 500 Comp-Ltd,I0003,CIRCUIT CITY STORES INC,CCTYQ
015426,000003,07/31/1989,06/21/1999,S&P 500 Comp-Ltd,I0003,MORTON INTERNATIONAL INC,MII.3
006288,000003,07/31/1989,05/09/2000,S&P 500 Comp-Ltd,I0003,JOSTENS INC,JOSEA
010787,000003,07/31/1989,03/16/2009,S&P 500 Comp-Ltd,I0003,TYCO INTERNATIONAL PLC,TYC
010984,000003,07/31/1989,07/08/2013,S&P 500 Comp-Ltd,I0003,SPRINT CORP,S
012142,000003,08/31/1989,,S&P 500 Comp-Ltd,I0003,ORACLE CORP,ORCL
005342,000003,08/31/1989,08/15/1996,S&P 500 Comp-Ltd,I0003,MONEYGRAM INTERNATIONAL INC,MGI
011993,000003,08/31/1989,10/17/1999,S&P 500 Comp-Ltd,I0003,CYPRUS AMAX MINERALS CO,CYM.1
001794,000003,08/31/1989,11/13/2008,S&P 500 Comp-Ltd,I0003,ASHLAND GLOBAL HOLDINGS INC,ASH
007904,000003,08/31/1989,12/12/2011,S&P 500 Comp-Ltd,I0003,NICOR INC,GAS.2
002783,000003,08/31/1989,07/01/2012,S&P 500 Comp-Ltd,I0003,PROGRESS ENERGY INC,DUK8
009298,000003,09/30/1989,01/01/1997,S&P 500 Comp-Ltd,I0003,RYAN'S RESTAURANT GROUP INC,RYAN
013003,000003,09/30/1989,06/08/1999,S&P 500 Comp-Ltd,I0003,JOY GLOBAL INC,JOY
005476,000003,10/31/1989,03/31/1998,S&P 500 Comp-Ltd,I0003,HARLAND (JOHN H.) CO,JH
001468,000003,10/31/1989,05/02/2004,S&P 500 Comp-Ltd,I0003,AMERICAN GREETINGS  -CL A,AM.1
009372,000003,11/30/1989,01/04/2017,S&P 500 Comp-Ltd,I0003,ST JUDE MEDICAL INC,STJ
001878,000003,12/01/1989,,S&P 500 Comp-Ltd,I0003,AUTODESK INC,ADSK
010109,000003,12/01/1989,10/06/1997,S&P 500 Comp-Ltd,I0003,STRIDE RITE CORP,SRR
020423,000003,02/01/1990,01/28/2008,S&P 500 Comp-Ltd,I0003,CAESARS ENTERTAINMENT CORP,CZR
004205,000003,03/01/1990,01/19/1998,S&P 500 Comp-Ltd,I0003,ECHO BAY MINES LTD,ECO.2
007679,000003,03/01/1990,08/01/1999,S&P 500 Comp-Ltd,I0003,NALCO CHEMICAL CO,NLC.2
003502,000003,05/01/1990,07/17/2006,S&P 500 Comp-Ltd,I0003,COOPER TIRE & RUBBER CO,CTB
007567,000003,06/01/1990,12/19/1995,S&P 500 Comp-Ltd,I0003,MORRISON KNUDSEN CORP OLD,3MRNKQ
008475,000003,08/01/1990,04/02/2000,S&P 500 Comp-Ltd,I0003,PEP BOYS-MANNY MOE & JACK,PBY.1
002230,000003,08/01/1990,07/11/2007,S&P 500 Comp-Ltd,I0003,BIOMET INC,5938B
006223,000003,09/01/1990,09/30/1993,S&P 500 Comp-Ltd,I0003,EMCOR GROUP INC,EME
010931,000003,10/01/1990,08/03/1997,S&P 500 Comp-Ltd,I0003,U S BANCORP-OLD,USBC.
009406,000003,12/01/1990,07/27/1997,S&P 500 Comp-Ltd,I0003,SANTA FE SNYDER CORP,SFS.1
003527,000003,12/01/1990,04/28/1998,S&P 500 Comp-Ltd,I0003,CORESTATES FINANCIAL CORP,CFL.1
001359,000003,12/11/1990,06/24/2001,S&P 500 Comp-Ltd,I0003,ALZA CORP,AZA.1
003491,000003,01/01/1991,08/31/1994,S&P 500 Comp-Ltd,I0003,BLOCKBUSTER ENMNT CORP,BV.2
002281,000003,02/01/1991,01/07/1997,S&P 500 Comp-Ltd,I0003,BOATMENS BANCSHARES INC,BOAT.
010672,000003,04/01/1991,01/17/1995,S&P 500 Comp-Ltd,I0003,TRANSCO ENERGY CO,E.2
023798,000003,04/01/1991,02/08/1995,S&P 500 Comp-Ltd,I0003,PET INC,PT.1
007017,000003,05/01/1991,,S&P 500 Comp-Ltd,I0003,MARATHON OIL CORP,MRO
002443,000003,05/01/1991,08/17/1995,S&P 500 Comp-Ltd,I0003,BRUNOS INC,BRNO20
023978,000003,05/01/1991,07/01/2014,S&P 500 Comp-Ltd,I0003,UNITED STATES STEEL CORP,X
010860,000003,09/19/1991,,S&P 500 Comp-Ltd,I0003,AMEREN CORP,AEE
011910,000003,10/01/1991,04/27/2011,S&P 500 Comp-Ltd,I0003,NOVELL INC,NOVL
005306,000003,11/01/1991,07/04/2005,S&P 500 Comp-Ltd,I0003,GREAT LAKES CHEMICAL CORP,GLK.1
001602,000003,01/02/1992,,S&P 500 Comp-Ltd,I0003,AMGEN INC,AMGN
015208,000003,01/02/1992,09/10/2008,S&P 500 Comp-Ltd,I0003,FEDERAL HOME LOAN MORTG CORP,FMCC
015708,000003,02/07/1992,03/22/2015,S&P 500 Comp-Ltd,I0003,ALLERGAN INC,AGN.2
023592,000003,04/01/1992,01/02/2006,S&P 500 Comp-Ltd,I0003,MBNA CORP,KRB
025124,000003,07/01/1992,,S&P 500 Comp-Ltd,I0003,LINDE PLC,LIN
016475,000003,07/01/1992,07/16/1997,S&P 500 Comp-Ltd,I0003,GIDDINGS & LEWIS INC/WI,GIDL
010972,000003,07/01/1992,10/01/1998,S&P 500 Comp-Ltd,I0003,U S SURGICAL CORP,USS.2
012136,000003,08/01/1992,01/28/2010,S&P 500 Comp-Ltd,I0003,SUN MICROSYSTEMS INC,JAVA
006136,000003,10/01/1992,,S&P 500 Comp-Ltd,I0003,INTERPUBLIC GROUP OF COS,IPG
013644,000003,07/01/1993,08/31/1994,S&P 500 Comp-Ltd,I0003,MCCAW CELLULAR COMM  -CL A,MCAWA
028590,000003,07/01/1993,01/21/1996,S&P 500 Comp-Ltd,I0003,BRINKS CO,BCO
027867,000003,07/01/1993,06/01/1997,S&P 500 Comp-Ltd,I0003,DEAN WITTER DISCOVER & CO,DWD
028701,000003,08/01/1993,12/12/2001,S&P 500 Comp-Ltd,I0003,RALSTON PURINA CO,RAL.
022260,000003,09/01/1993,11/19/2006,S&P 500 Comp-Ltd,I0003,HCA HEALTHCARE INC,HCA
029028,000003,10/01/1993,,S&P 500 Comp-Ltd,I0003,COSTCO WHOLESALE CORP,COST
028930,000003,10/01/1993,05/20/1998,S&P 500 Comp-Ltd,I0003,MARRIOTT INTL INC,MAR
008596,000003,10/01/1993,10/03/1999,S&P 500 Comp-Ltd,I0003,PIONEER HI-BRED INTERNATIONL,PHB.1
011247,000003,10/01/1993,09/03/2001,S&P 500 Comp-Ltd,I0003,WACHOVIA CORP-OLD,WB.1
002055,000003,11/01/1993,07/21/2002,S&P 500 Comp-Ltd,I0003,BARRICK GOLD CORP,GOLD
015084,000003,11/01/1993,04/02/2006,S&P 500 Comp-Ltd,I0003,BURLINGTON RESOURCES INC,BR.2
020779,000003,12/01/1993,,S&P 500 Comp-Ltd,I0003,CISCO SYSTEMS INC,CSCO
003226,000003,12/01/1993,11/18/2002,S&P 500 Comp-Ltd,I0003,COMCAST CORP,CMCSA
029392,000003,01/01/1994,,S&P 500 Comp-Ltd,I0003,EASTMAN CHEMICAL CO,EMN
009783,000003,03/01/1994,,S&P 500 Comp-Ltd,I0003,KEYCORP,KEY
012726,000003,03/01/1994,,S&P 500 Comp-Ltd,I0003,UNUM GROUP,UNM
029849,000003,03/01/1994,08/10/1998,S&P 500 Comp-Ltd,I0003,WESTERN ATLAS INC,WAI.1
010948,000003,04/01/1994,07/18/1996,S&P 500 Comp-Ltd,I0003,U S HEALTHCARE INC,USHC
029318,000003,04/05/1994,06/29/1999,S&P 500 Comp-Ltd,I0003,AIRTOUCH COMMUNICATIONS-OLD,ATI.1
012141,000003,06/01/1994,,S&P 500 Comp-Ltd,I0003,MICROSOFT CORP,MSFT
009882,000003,07/01/1994,,S&P 500 Comp-Ltd,I0003,SOUTHWEST AIRLINES,LUV
010903,000003,07/01/1994,,S&P 500 Comp-Ltd,I0003,UNITEDHEALTH GROUP INC,UNH
013714,000003,09/01/1994,,S&P 500 Comp-Ltd,I0003,VIACOMCBS INC,VIAC
009699,000003,09/01/1994,11/18/2015,S&P 500 Comp-Ltd,I0003,SIGMA-ALDRICH CORP,SIAL
007343,000003,09/27/1994,,S&P 500 Comp-Ltd,I0003,MICRON TECHNOLOGY INC,MU
025157,000003,09/27/1994,09/24/2007,S&P 500 Comp-Ltd,I0003,FIRST DATA CORP,FDC
007711,000003,09/27/1994,01/01/2009,S&P 500 Comp-Ltd,I0003,NATIONAL CITY CORP,NCC
030344,000003,10/03/1994,05/05/1997,S&P 500 Comp-Ltd,I0003,SANTA FE PACIFIC GOLD CORP,GLD.2
030865,000003,10/25/1994,04/02/2006,S&P 500 Comp-Ltd,I0003,CINERGY CORP,DUK6
001318,000003,12/21/1994,11/18/2007,S&P 500 Comp-Ltd,I0003,ALLTEL CORP,AT.2
012679,000003,01/18/1995,06/20/2000,S&P 500 Comp-Ltd,I0003,SILICON GRAPHICS INC,SGICQ
005079,000003,02/09/1995,11/06/2001,S&P 500 Comp-Ltd,I0003,GPU INC,GPU.
025279,000003,02/24/1995,,S&P 500 Comp-Ltd,I0003,BOSTON SCIENTIFIC CORP,BSX
001704,000003,03/16/1995,,S&P 500 Comp-Ltd,I0003,APPLIED MATERIALS INC,AMAT
002019,000003,03/31/1995,,S&P 500 Comp-Ltd,I0003,BANK OF NEW YORK MELLON CORP,BK
006557,000003,04/03/1995,12/07/1999,S&P 500 Comp-Ltd,I0003,LAIDLAW INTERNATIONAL INC,LI.3
003278,000003,05/01/1995,07/31/2006,S&P 500 Comp-Ltd,I0003,AVIS BUDGET GROUP INC,CAR
006781,000003,05/10/1995,,S&P 500 Comp-Ltd,I0003,LOEWS CORP,L
015354,000003,05/22/1995,08/05/2001,S&P 500 Comp-Ltd,I0003,ENTERASYS NETWORKS INC,ETS
031846,000003,05/30/1995,,S&P 500 Comp-Ltd,I0003,DARDEN RESTAURANTS INC,DRI
013099,000003,05/30/1995,09/30/1999,S&P 500 Comp-Ltd,I0003,FRUIT OF THE LOOM LTD  -CL A,3FTLAQ
010420,000003,07/03/1995,12/20/2011,S&P 500 Comp-Ltd,I0003,TELLABS INC,TLAB
009061,000003,07/05/1995,01/02/2000,S&P 500 Comp-Ltd,I0003,HSBC USA INC,HBC2
028349,000003,07/13/1995,,S&P 500 Comp-Ltd,I0003,ALLSTATE CORP,ALL
014590,000003,07/31/1995,,S&P 500 Comp-Ltd,I0003,FREEPORT-MCMORAN INC,FCX
011502,000003,08/18/1995,02/10/2002,S&P 500 Comp-Ltd,I0003,WILLAMETTE INDUSTRIES,WLL.1
012124,000003,09/22/1995,,S&P 500 Comp-Ltd,I0003,MORGAN STANLEY,MS
004682,000003,10/23/1995,02/26/2001,S&P 500 Comp-Ltd,I0003,U S BANCORP/DE-OLD,USB.1
061464,000003,11/01/1995,06/15/2000,S&P 500 Comp-Ltd,I0003,MEDIAONE GROUP INC,UMG.Z
004611,000003,11/08/1995,04/05/2020,S&P 500 Comp-Ltd,I0003,MACY'S INC,M
008455,000003,11/27/1995,,S&P 500 Comp-Ltd,I0003,PPL CORP,PPL
003231,000003,12/01/1995,,S&P 500 Comp-Ltd,I0003,COMERICA INC,CMA
027914,000003,12/01/1995,,S&P 500 Comp-Ltd,I0003,HUMANA INC,HUM
006529,000003,12/14/1995,05/07/2014,S&P 500 Comp-Ltd,I0003,LSI CORP,LSI.1
061739,000003,12/20/1995,,S&P 500 Comp-Ltd,I0003,HARTFORD FINANCIAL SERVICES,HIG
061738,000003,12/20/1995,02/22/1998,S&P 500 Comp-Ltd,I0003,ITT CORPORATION,ITT.1
010553,000003,01/02/1996,07/27/2000,S&P 500 Comp-Ltd,I0003,3COM CORP,COMS.
030383,000003,01/22/1996,11/14/1999,S&P 500 Comp-Ltd,I0003,CASE CORP,CSE.3
024357,000003,02/12/1996,08/30/1998,S&P 500 Comp-Ltd,I0003,BAY NETWORKS INC,BAY.3
004640,000003,03/08/1996,,S&P 500 Comp-Ltd,I0003,FIFTH THIRD BANCORP,FITB
005331,000003,03/13/1996,06/30/1998,S&P 500 Comp-Ltd,I0003,CONSECO FINANCE CORP,3CNCEQ1
012053,000003,03/28/1996,09/07/2016,S&P 500 Comp-Ltd,I0003,EMC CORP/MA,EMC
005063,000003,04/01/1996,01/05/2000,S&P 500 Comp-Ltd,I0003,GENERAL INSTRUMENT CORP,GIC.3
001164,000003,04/01/1996,05/14/2002,S&P 500 Comp-Ltd,I0003,MCI INC,MCIP
003221,000003,04/23/1996,03/31/2020,S&P 500 Comp-Ltd,I0003,AON PLC,AON
062897,000003,05/31/1996,03/24/2004,S&P 500 Comp-Ltd,I0003,TUPPERWARE BRANDS CORP,TUP
024379,000003,07/19/1996,10/30/2008,S&P 500 Comp-Ltd,I0003,MGIC INVESTMENT CORP/WI,MTG
011985,000003,07/22/1996,08/08/1999,S&P 500 Comp-Ltd,I0003,BATTLE MOUNTAIN GOLD CO,BMG.1
025988,000003,08/16/1996,12/17/1997,S&P 500 Comp-Ltd,I0003,HFS INC,HFS.
009545,000003,08/16/1996,11/21/2000,S&P 500 Comp-Ltd,I0003,SEAGATE TECHNOLOGY-OLD,SEG.2
014489,000003,09/06/1996,10/28/2013,S&P 500 Comp-Ltd,I0003,DELL TECHNOLOGIES INC,DELL
062599,000003,10/01/1996,11/30/2006,S&P 500 Comp-Ltd,I0003,LUCENT TECHNOLOGIES INC,LU
061413,000003,10/16/1996,07/16/2000,S&P 500 Comp-Ltd,I0003,UNION PACIFIC RESOURCES GRP,UPR.1
063800,000003,11/04/1996,02/28/2010,S&P 500 Comp-Ltd,I0003,IMS HEALTH HOLDINGS INC,IMS
013561,000003,12/03/1996,12/20/2009,S&P 500 Comp-Ltd,I0003,MBIA INC,MBI
031166,000003,12/19/1996,04/23/2006,S&P 500 Comp-Ltd,I0003,GUIDANT CORP,GDT
010530,000003,01/02/1997,,S&P 500 Comp-Ltd,I0003,THERMO FISHER SCIENTIFIC INC,TMO
023809,000003,01/02/1997,,S&P 500 Comp-Ltd,I0003,AUTOZONE INC,AZO
009195,000003,01/02/1997,09/28/1999,S&P 500 Comp-Ltd,I0003,FRONTIER CORP,FRO.1
012589,000003,01/08/1997,03/20/2003,S&P 500 Comp-Ltd,I0003,ENCOMPASS HEALTH CORP,EHC
012603,000003,01/15/1997,07/24/2002,S&P 500 Comp-Ltd,I0003,CNO FINANCIAL GROUP INC,CNO
018699,000003,04/03/1997,01/02/2007,S&P 500 Comp-Ltd,I0003,PTC INC,PTC
012540,000003,05/06/1997,,S&P 500 Comp-Ltd,I0003,ADOBE INC,ADBE
002751,000003,05/27/1997,,S&P 500 Comp-Ltd,I0003,CARDINAL HEALTH INC,CAH
013988,000003,06/02/1997,,S&P 500 Comp-Ltd,I0003,SCHWAB (CHARLES) CORP,SCHW
002731,000003,06/11/1997,10/02/2005,S&P 500 Comp-Ltd,I0003,PROVIDIAN FINANCIAL CORP,PVN
003555,000003,06/18/1997,06/30/2008,S&P 500 Comp-Ltd,I0003,COUNTRYWIDE FINANCIAL CORP,CFC.3
004423,000003,06/19/1997,,S&P 500 Comp-Ltd,I0003,EQUIFAX INC,EFX
016243,000003,07/02/1997,09/29/2008,S&P 500 Comp-Ltd,I0003,WASHINGTON MUTUAL INC,WAMUQ
006351,000003,07/17/1997,01/03/1999,S&P 500 Comp-Ltd,I0003,SUNAMERICA INC,SAI.1
001678,000003,07/28/1997,,S&P 500 Comp-Ltd,I0003,APACHE CORP,APA
011923,000003,07/28/1997,08/08/2019,S&P 500 Comp-Ltd,I0003,ANADARKO PETROLEUM CORP,APC
013341,000003,08/04/1997,,S&P 500 Comp-Ltd,I0003,PROGRESSIVE CORP-OHIO,PGR
008215,000003,08/04/1997,12/10/2000,S&P 500 Comp-Ltd,I0003,O-I GLASS INC,OI
005786,000003,08/06/1997,,S&P 500 Comp-Ltd,I0003,HUNTINGTON BANCSHARES,HBAN
005211,000003,08/07/1997,05/31/2000,S&P 500 Comp-Ltd,I0003,MIRAGE RESORTS INC,MIR.1
010035,000003,08/18/1997,,S&P 500 Comp-Ltd,I0003,STATE STREET CORP,STT
003105,000003,09/01/1997,07/30/2008,S&P 500 Comp-Ltd,I0003,IHEARTMEDIA INC,IHRT
006304,000003,09/15/1997,,S&P 500 Comp-Ltd,I0003,KLA CORP,KLAC
065417,000003,10/07/1997,,S&P 500 Comp-Ltd,I0003,YUM BRANDS INC,YUM
005399,000003,10/23/1997,01/12/1999,S&P 500 Comp-Ltd,I0003,HBO & CO,HBOC.1
013041,000003,11/28/1997,01/01/2008,S&P 500 Comp-Ltd,I0003,SYNOVUS FINANCIAL CORP,SNV
011856,000003,12/04/1997,,S&P 500 Comp-Ltd,I0003,TRUIST FINANCIAL CORP,TFC
014824,000003,12/18/1997,,S&P 500 Comp-Ltd,I0003,CINCINNATI FINANCIAL CORP,CINF
004066,000003,12/24/1997,,S&P 500 Comp-Ltd,I0003,OMNICOM GROUP,OMC
030128,000003,01/12/1998,09/16/2008,S&P 500 Comp-Ltd,I0003,LEHMAN BROTHERS HOLDINGS INC,LEHMQ
012123,000003,01/20/1998,02/13/2013,S&P 500 Comp-Ltd,I0003,BIG LOTS INC,BIG
010909,000003,01/28/1998,02/28/2001,S&P 500 Comp-Ltd,I0003,SUMMIT BANCORP,SUB.2
007982,000003,01/30/1998,,S&P 500 Comp-Ltd,I0003,NORTHERN TRUST CORP,NTRS
007252,000003,02/23/1998,09/19/1999,S&P 500 Comp-Ltd,I0003,MERCANTILE BANCORPORATION,MTL.3
009555,000003,04/01/1998,,S&P 500 Comp-Ltd,I0003,SEALED AIR CORP,SEE
024870,000003,04/01/1998,08/14/2005,S&P 500 Comp-Ltd,I0003,NEXTEL COMMUNICATIONS INC,NXTL
001831,000003,04/08/1998,12/03/2000,S&P 500 Comp-Ltd,I0003,ASSOCIATES FIRST CAP -CL A,AFS
029345,000003,04/27/1998,07/31/2006,S&P 500 Comp-Ltd,I0003,GATEWAY INC,GTW
004885,000003,04/29/1998,,S&P 500 Comp-Ltd,I0003,FRANKLIN RESOURCES INC,BEN
028930,000003,05/21/1998,,S&P 500 Comp-Ltd,I0003,MARRIOTT INTL INC,MAR
030203,000003,06/12/1998,06/24/1999,S&P 500 Comp-Ltd,I0003,ASCEND COMMUNICATIONS INC,ASND.1
030990,000003,07/01/1998,,S&P 500 Comp-Ltd,I0003,CAPITAL ONE FINANCIAL CORP,COF
011818,000003,07/01/1998,06/01/2008,S&P 500 Comp-Ltd,I0003,BEAR STEARNS COMPANIES INC,BSC.1
010121,000003,07/01/1998,06/04/2018,S&P 500 Comp-Ltd,I0003,NAVIENT CORP,NAVI
012681,000003,07/10/1998,05/27/1999,S&P 500 Comp-Ltd,I0003,MEYER (FRED) INC,FMY.1
004016,000003,07/16/1998,07/08/2007,S&P 500 Comp-Ltd,I0003,DOLLAR GENERAL CORP,DG
014477,000003,07/17/1998,,S&P 500 Comp-Ltd,I0003,WASTE MANAGEMENT INC,WM
005074,000003,08/11/1998,08/26/2008,S&P 500 Comp-Ltd,I0003,ELECTRONIC DATA SYSTEMS CORP,EDS.
025283,000003,08/14/1998,,S&P 500 Comp-Ltd,I0003,KOHL'S CORP,KSS
004674,000003,08/28/1998,,S&P 500 Comp-Ltd,I0003,REGIONS FINANCIAL CORP,RF
008794,000003,08/31/1998,06/30/1999,S&P 500 Comp-Ltd,I0003,PROVIDENT COS INC,PVT.
009113,000003,09/16/1998,12/11/2000,S&P 500 Comp-Ltd,I0003,NABISCO GROUP HOLDINGS CORP,NGH.2
024607,000003,09/28/1998,11/08/2007,S&P 500 Comp-Ltd,I0003,MANOR CARE INC,HCR.1
008402,000003,10/01/1998,,S&P 500 Comp-Ltd,I0003,PAYCHEX INC,PAYX
010868,000003,10/01/1998,06/30/2004,S&P 500 Comp-Ltd,I0003,UNION PLANTERS CORP,UPC.
014650,000003,10/01/1998,09/10/2013,S&P 500 Comp-Ltd,I0003,BMC SOFTWARE INC,BMC
024216,000003,10/02/1998,,S&P 500 Comp-Ltd,I0003,AES CORP (THE),AES
025944,000003,10/02/1998,12/28/2004,S&P 500 Comp-Ltd,I0003,PEOPLESOFT INC,PSFT.
015521,000003,10/07/1998,09/17/2017,S&P 500 Comp-Ltd,I0003,STAPLES INC,SPLS
012756,000003,10/08/1998,05/30/2016,S&P 500 Comp-Ltd,I0003,COCA-COLA EUROPEAN PARTNERS,CCEP
008804,000003,11/03/1998,08/20/2000,S&P 500 Comp-Ltd,I0003,NEW CENTURY ENERGIES INC,NCE.1
009359,000003,11/13/1998,01/26/2015,S&P 500 Comp-Ltd,I0003,SAFEWAY INC,SWY
003735,000003,11/18/1998,,S&P 500 Comp-Ltd,I0003,DANAHER CORP,DHR
116245,000003,11/24/1998,04/22/2004,S&P 500 Comp-Ltd,I0003,SPRINT PCS GROUP,PCS.1
013498,000003,12/22/1998,,S&P 500 Comp-Ltd,I0003,CARNIVAL CORPORATION & PLC,CCL
017110,000003,12/31/1998,10/01/2007,S&P 500 Comp-Ltd,I0003,SOLECTRON CORP,SLR
004723,000003,01/04/1999,,S&P 500 Comp-Ltd,I0003,U S BANCORP,USB
026011,000003,01/04/1999,01/02/2012,S&P 500 Comp-Ltd,I0003,COMPUWARE CORP,CPWR.1
025056,000003,01/04/1999,06/19/2018,S&P 500 Comp-Ltd,I0003,TIME WARNER INC,TWX
007171,000003,01/13/1999,,S&P 500 Comp-Ltd,I0003,MCKESSON CORP,MCK
009880,000003,03/01/1999,10/31/2004,S&P 500 Comp-Ltd,I0003,SOUTHTRUST CORP,SOTR
001619,000003,03/10/1999,11/05/2006,S&P 500 Comp-Ltd,I0003,AMSOUTH BANCORPORATION,ASO.1
002884,000003,03/25/1999,,S&P 500 Comp-Ltd,I0003,CENTURYLINK INC,CTL
006335,000003,04/05/1999,07/12/2000,S&P 500 Comp-Ltd,I0003,KANSAS CITY SOUTHERN,KSU
027845,000003,04/12/1999,05/11/2020,S&P 500 Comp-Ltd,I0003,ALLERGAN PLC,AGN
003439,000003,05/03/1999,,S&P 500 Comp-Ltd,I0003,CMS ENERGY CORP,CMS
001449,000003,05/28/1999,,S&P 500 Comp-Ltd,I0003,AFLAC INC,AFL
118122,000003,05/28/1999,10/10/2005,S&P 500 Comp-Ltd,I0003,APTIV PLC,APTV
008299,000003,06/04/1999,11/05/2000,S&P 500 Comp-Ltd,I0003,PAINE WEBBER GROUP,PWJ.
027766,000003,06/09/1999,11/30/2004,S&P 500 Comp-Ltd,I0003,WELLPOINT HEALTH NETWRKS INC,WLP.1
004800,000003,06/22/1999,11/30/2000,S&P 500 Comp-Ltd,I0003,FLORIDA PROGRESS CORP,PGN3
014624,000003,06/24/1999,12/19/2010,S&P 500 Comp-Ltd,I0003,OFFICE DEPOT INC,ODP
061591,000003,06/25/1999,,S&P 500 Comp-Ltd,I0003,NETAPP INC,NTAP
